fileName,colName,vals,fine_grained_label
Test_corpus_7.csv,address.streetaddress,"No.68, Jalan A. Yani, Pulau Karam, Kec. Sukajadi, Kota Pekanbaru, Riau, Jl. Raya Pasar Sawahan, Sumber Bendo, Sidomulyo, Kec. Bangsal, Mojokerto, Jawa Timur 61381, Jl. Jatiwinangun No.54, Glempang, Bancarkembar, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah, Jl. Jend. Basuki Rachmat No.897, Pahlawan, Kec. Kemuning, Kota Palembang, Sumatera Selatan, Jl. Kertamukti No. 2 Ciputat, Cireundeu, Kec. Ciputat Tim., Kota Tangerang Selatan, Banten, Timur, Jl. Yos Sudarso, Pucang, Kedungpuji, Kec. Gombong, Kabupaten Kebumen, Jawa Tengah, Drangong, Kec. Taktakan, Kota Serang, Banten, Jl. Kenjeran No.506, Kalijudan, Kec. Mulyorejo, Kota SBY, Jawa Timur 60134, Krajan, Kalitidu, Kec. Kalitidu, Kabupaten Bojonegoro, Jawa Timur, Kertasari, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat, Jl. KH. Hasyim Asy'ari No.211, Diwek, Balong Besuk, Kec. Diwek, Kabupaten Jombang, Jawa Timur, No. 38B, Jl. Jend. Sudirman, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat, 5, Jl. Angkatan 45, Lorok Pakjo, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan, KM.15, Jl. By Pass, Aie Pacah, Kec. Koto Tangah, Kota Padang, Sumatera Barat, Blok W7, No.27, Jl. Nagrak, Nagrak, Kec. Gn. Putri, Bogor, Jawa Barat, No.6, Jl. Honoris Raya, Klp. Indah, Kec. Tangerang, Kota Tangerang, Banten, No.2, Jl. Bedadung, Kp. Using, Jemberlor, Kec. Patrang, Kabupaten Jember, Jawa Timur, 59, Jl. HM. Joni, Ps. Merah Tim., Kec. Medan Area, Kota Medan, Sumatera Utara, Jalan Jendral Sudirman, Biru, Tanete Riattang, Masumpu, Tanete Riattang, Kabupaten Bone, Sulawesi Selatan, No.14, Jl. Pahlawan, Delod Peken, Kec. Tabanan, Kabupaten Tabanan, Bali, Jl. Rsu DR. Slamet, Sukakarya, Kec. Tarogong Kidul, Kabupaten Garut, Jawa Barat, No.461, Jl. Yos Sudarso, Sangkalputung, Semondo, Kec. Gombong, Kabupaten Kebumen, Jawa Tengah, Jl. Raya Industri No.100, Mekarmukti, Kec. Cikarang Utara, Bekasi, Jawa Barat 17550, Rorotan, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, 161-163, Jl. Diponegoro, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur, Jl. Jambangan Kebon Agung No.8, Jambangan, Kec. Jambangan, Kota SBY, Jawa Timur 60231, Indonesia, Jl. Jamin Ginting No.2, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222, 4, No.Km, Jl. Alternatif Cibubur, Jatikarya, Kec. Jatisampurna, Kota Bks, Jawa Barat, 49, Jl. Jenderal Ahmad Yani, Rawasari, Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jl. Ipik Gandamanah, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat, 10, Jalan Ks. Tubun, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten, No.4, Jl. Purus II, Purus, Kec. Padang Bar., Kota Padang, Sumatera Barat, Dauh Peken, Tabanan, Tabanan Regency, Bali, No.12, Jl. Pemuda, Kutowinangun, Kutowinangun, Kec. Kutowinangun, Kabupaten Kebumen, Jawa Tengah, No.228, Jl. Tamansari, Mulyasari, Kec. Tamansari, Tasikmalaya, Jawa Barat, Jl. Medan - Banda Aceh, Mesjid Punteut, Blang Mangat, Kota Lhokseumawe, Aceh, Doudo, Doudo, Kec. Panceng, Kabupaten Gresik, Jawa Timur, Jl. Mastrip No. 14 Srengat, (Depan Polsek Srengat), Srengat II, Srengat, Kec. Srengat, Blitar, Jawa Timur, Jl. Garuda, Ngesrep, Ngesrep, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah, Kav. 5-9, Jl. Tanjung Duren Raya, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, No.1, Jl. Raya Cilegon, Drangong, Kec. Serang, Kota Serang, Banten, KM. 21, Jl. Raya Narogong, Cileungsi, Kec. Cileungsi, Bogor, Jawa Barat, No.41, Jl. Naripan, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat, 30, Jl. R.E. Martadinata, Ciputat, Kec. Ciputat, Kota Tangerang Selatan, Banten, No.47, Jl. Jenderal Sudirman, Biringere, Sinjai Utara, Kabupaten Sinjai, Sulawesi Selatan, 1, Jl. Ki Uju, Serang, Kec. Serang, Kota Serang, Banten, Jl. Kyai H. Wahid Hasim No.75, Krajan, Panjunan, Kec. Kota Kudus, Kabupaten Kudus, Jawa Tengah 59313, Indonesia, No.82B, Gg. Sarga Indah, Andalas, Kec. Padang Tim., Kota Padang, Sumatera Barat, KM. 08, Jl. Raya Cilegon, Pejaten, Kec. Kramatwatu, Serang, Banten, No.5, Jl. Tipar Cakung, Sukapura, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta",address_Hospital
Test_corpus_70.csv,address.streetaddress,"350 N 11th St, 809 Turnpike Ave, 700 High St, 1033 W Germantown Pike, 1648 Huntingdon Pike, 746 Jefferson Ave, 1901 SW H K Dodgen Loop, 2600 Greenwood Rd, 4502 Medical Dr, 1501 Pasadena Ave S, 232 S Woods Mill Rd, 410 W 10th Ave, 14 Prospect St, 13677 W McDowell Rd, 800 Mercy Dr, 1240 Huffman Mill Rd, 255 Lafayette Ave, 1401 St Joseph Pkwy, 3214 E Race Ave, 800 Prudential Dr, 310 S Limestone, 2300 Opitz Blvd, 300 Werner St, 330 Roland Ave, 135 Lafayette Ave, 1515 Holcombe Blvd, 11375 Cortez Blvd, 3269 Stockton Hill Rd, 1401 E State St, 1550 N 115th St, 169 Martin Ave, 7777 Forest Ln, 80 Jesse Hill Jr Dr SE, 6001 Kyle Pkwy, 295 Varnum Ave, 2701 N Decatur Rd, 160 E Main St, 4016 Sun City Center Blvd, 4200 Nelson Rd, 7171 N Dale Mabry Hwy, 5324 Penn Ave, 160 NW 170th St, 6001 Webb Rd, 17101 Dallas Pkwy, 6411 Fannin St, 500 J Clyde Morris Blvd, 2500 Harbor Blvd, 1925 Pacific Ave, 6125 N Fresno St, 6780 Mayfield Rd",address_Hospital
Test_corpus_78.csv,address,"???????, ??. ???????????, ?. 13, ?????-?????????, ??. ????????????, ?. 48, ?????-?????????, ??. ????? ???????, ?. 8, ????. 2, ?????-?????????, ??-?. ??????? ???????, ?. 12, ?????-?????????, ??. ??????? ?????, ?. 18, ?????-?????????, ?????????, 19, ???????, 25 ??????? ????????, 69 ?1, ?????-?????????, ??. ?????????, ?. 17, ?. 3, ???. ?, ?????-?????????, ??. ?????????, ?. 3, ?????-?????????, ??????????? ???????? 9, ?????-?????????, ??????? ??-?, ?. 170, ?????-?????????, ??. ???????, ?. 15, ???. ?, ?????-?????????, ??. ?????, ?. 17, ?. 2, ?????-?????????, ??. ????????, ?. 56, ?????-?????????, ??????????? ????????, ?. 7, ????. 2, ???. ?, ?????-?????????, ??. ????????, ?. 2, ?????-?????????, ??. ?????????, ?. 5, ????. 1, ?????-?????????, ????????? 7-?, 9/20, ?????-?????????, ????????? ??-?, ?. 211, ?????-?????????, ??. ??????, ?. 17, ?????-?????????, ?????????? ??-?, ?. 186, ?????-?????????, ???????????????, 26, ?????-?????????, ??. ????????, ?. 22, ????. 3, ?????-?????????, ?????-?????????, ??. ????????, ?. 7, ?????-?????????, ???????????? ?-?, ????? ?????, ?. 5, ?????-?????????, ???????, 10, ?????-?????????, ??????????? ??-?, ?. 55/1, ?????-?????????, ?????-?????????, ??. ?????????????????, ?. 32, ?. 3, ?????-?????????, ????????????? ??-?, ?. 61?, ????????, ?. ????????, ??. ????????????, ?. 1, ?????-?????????, ??????? ??-? ?. ?., ?. 9, ?????-?????????, ??. ??????? ????????, ?. 20, ?????-?????????, ?????????? ?????????, 20 ?2, ?????-?????????, ????????? ??-?, ?. 111, ????. 1, ?????-?????????, ??. ????????????, ?. 4-6, ?????-?????????, ??????? ???????? ?.?., 82, ?????-?????????, ??-?? ??????, ?. 77, ?????-?????????, ??-? ?????????? ???????, ?. 138, ????. 2, ?????, ????????? ?????, 5, ???????? ???, ?????????? ???????, ?. 3/13, ?????-?????????, ??. ??????????????, ?. 13, ?????-?????????, ??. ??????????????, 26, ????. 2, ?????-?????????, ??. ????????????, ?. 44, ?????????, ??. ????????????, ?. 34, ?????-?????????, ??-? ????????, ?. 60, ?????-?????????, ???. ?????? ??????????, ?. 107/6, ??. ????????, ?. 10, ???. ???? ???????????, ?. 6, ?????-?????????, ??-? ???????????, ?. 28, ????. 3, ?????-?????????, ??. ????????, ?. 5, ?. 4",address_Hospital
Test_corpus_99.csv,address.streetaddress,"6 Avenue du Noyer Lambert, 349 Boulevard Georges Clemenceau, 103 Rue de l'Abbé Groult, 8b Avenue Louis Fouchere, 83 Boulevard de l'H?pital, 6-8 Allée du Plateau, 15 Rue du Faubourg-de-Saverne, Place du Jeu de Paume, 6 Boulevard de la République, 54-56 Avenue Léon Aubin, 13 Rue Farnerie, 305 Rue Paul Bert, CHATEAU D'ALLIEZ, 2 Rue Frédéric Joliot Curie, 14 Rue René Descartes, 2 Impasse de la Baleine, Rue Michel Polonowski, 34 Rue de la Pompe, Boulevard de Belfort, Avenue de l'Europe, 4 Rue Parmentier, 24 Rue de Savoie, 70 Boulevard de Strasbourg, 21 Rue du Capitaine Repoux, 85 Avenue Frédéric Mistral, 18 Rue du Cap Vert, 2 Avenue du Maquis de l'Oisans, 8 Rue de Londres, 30 Rue Louis Pidoux, 122 Avenue Ferdinand Janvier, 42 Rue de Paris, 200 rue du Faubourg Saint-Denis, 42 Rue de Paris, Avenue des Tamaris, 25 Rue de Clementville, 14 Avenue du Maréchal Foch, 27 Rue Jean Heberling, 23 Boulevard de l'Europe, 159 Rue du Président Fran?ois Mitterrand, 11 Avenue Jean Zay, 26 Avenue Voltaire, 83 Rue nationale, 2 Rue Arthur Rimbaud, 17 Boulevard Montmartre, 8 Impasse du Docteur Lourties, 4 Place du Pont-aux-Chats, 44 Boulevard Saint-Michel, 29 Rue Proudhon, 3 Rue de la Montjoie, 2 Rue Fran?ois Rabelais",address_Hospital
Test_corpus_35.csv,address.description,,address.description
Test_corpus_58.csv,address.name,"Bad Dürkheim, Capio Klinik im Park - Hilden, Falbe, HNO-Praxis Dr. G. Zahneisen / Dr. T. Kimmich, Gemeinschaftspraxis für Radiologie, Ki.Nd ? Kinderwunschzentrum Niederrhein, Haus?rztliche Gemeinschaftspraxis, Standort Bergedorf, Feldmoching, nan, nan, nan, Medizinisches Versorgungszentrum Leipzig - Praxis für Allgemeinmedizin Dipl-Med. Eva Hager, MVZ im Policura-?rztehaus - Urologische Praxis - Au?enstelle, Urologische Privatpraxis Bogenhausen, Flindocs Mitte, Privat?rztliche Praxis Orthop?die Frohnau - Dr. Freimark & Dr. Farke, PROFIL Institut für Stoffwechselforschung GmbH, Standort Brühl, Hildesheim, nan, Gemeinschaftspraxis Würselen - Dr. Vo? und Dr. Feldhoff, Frauen?rztliche Praxis im Gesellenhaus, Dermatologie Dr. Anders, Praxis Klein Borstel, HNO Praxisgemeinschaft T?ngesgasse, OPM Orthop?dische und Physikalische Medizin, MVZ Hessing K?nigsbrunn, nan, Urologie Elisenhof München, Kinder und Jugendarztpraxis, MVZ Rheumatologie und Autoimmunmedizin Hamburg / BL, MVZ Rheumatologie und Autoimmunmedizin Hamburg / M?, MVZ Labor Dr. Fenner und Kollegen, nan, DDent Zahnarztpraxis Schwachhausen, Praxisgemeinschaft Poststra?e 7, Frauenarzt-Zentrum-Zehlendorf, Zahnarztpraxis Dr. M?nch, nan, Evangelisches Krankenhaus Bergisch Gladbach, Praxis Ebersberg, Zahnarztpraxis Wellendorf & Kollegen, Urologie Gr?benzell, HNO-Gemeinschaftspraxis, Jürgen H?ppner, Thomas Letzsch und Dr. med. Jonas Zirkler, Hautarztpraxis Dr. med Solveig St?ckel, Kelkheim, Kreuzberger Orthopaedicum, Ludwigshafen-Gartenstadt, nan",address.name
Test_corpus_89.csv,address.name,"Universit?tsstrasse 9 8006 Zürich Schweiz, Route de Frontenex 90 1208 Genève Schweiz, Seestrasse 247 8038 Zürich Schweiz, AndreasKlinik Cham Zug Rigistrasse 1 6330 Cham Schweiz, Brauerstrasse 95 9016 St.Gallen Schweiz, Kistlerstrasse 23a 3065 Bolligen Schweiz, Bollwerk 21 3011 Bern Schweiz, Hauptstrasse 2-4 8588 Zihlschlacht Schweiz, Witellikerstrasse 40 8032 Zürich Schweiz, Bahnhofstrasse 137 8620 Wetzikon Schweiz, Schuppisstrasse 10 9016 St.Gallen Schweiz, Clinique des Grangettes Chemin des Grangettes 7 1224 Chêne-Bougeries Suisse, St. Anna-Strasse 32 6006 Luzern Schweiz, Rue de Genève 97-99 1226 Th?nex Suisse, Querstrasse 10 8050 Zürich Schweiz, Blumenaustrasse 36 9000 St.Gallen Schweiz, Hofstrasse 1 6004 Luzern Schweiz, Rue de la Croix d'Or 10 1204 Genève Suisse, Seestrasse 247 8038 Zürich Schweiz, Stationsstrasse 12 3097 Liebefeld Schweiz, Reinacherstrasse 28 4142 Münchenstein Schweiz, Reinacherstrasse 28 4142 Münchenstein Schweiz, Klinik Hirslanden Witellikerstrasse 40 8032 Zürich Schweiz, Medizinisches Zentrum Biel MZB / Centre Médical Bienne CMB Unionsgasse 14 2502 Biel/Bienne Schweiz, Beethovenstrasse 1 8002 Zürich Schweiz, Rue Guill-De-Marcossay 15 1205 Genève Suisse, Witellikerstrasse 40 8032 Zürich Schweiz, Rue du Grand-Pont 10 1003 Lausanne Suisse, Parc des Grangettes Route de Chêne 110 1224 Chêne-Bougeries Suisse, Sch?nzlistrasse 39 3013 Bern Schweiz, Klinik Stephanshorn Brauerstrasse 95 9016 St.Gallen Schweiz, Hofstrasse 1 6004 Luzern Schweiz, Klinik Hirslanden Witellikerstrasse 40 8032 Zürich Schweiz, Parc des Grangettes Batiment A Route de Chêne 110 1224 Chêne-Bougeries Suisse, Seestrasse 220 8027 Zürich Schweiz, Brauerstrasse 97 9016 St.Gallen Schweiz, Silberturm Rorschacherstrasse 150 9006 St.Gallen Schweiz, Neurologische Praxis Luzern Lützelmattstrasse 3 6006 Luzern Schweiz, Route de Sauverny 10 1290 Versoix Suisse, Avenue de Rumine 31 1005 Lausanne Suisse, Forchstrasse 51 8008 Zürich Schweiz, Bahnhofstrasse 18 5610 Wohlen Schweiz, T?pferstrasse 5 6004 Luzern Schweiz, Haus von Rodt Sch?nzlihalde 1 3013 Bern Schweiz, Chemin des Grangettes 7 1224 Chêne-Bougeries Suisse, Theaterstrasse 7 6003 Luzern Schweiz, Centre d'échographie obstréticale et gynecologique Rue de Carouge 116 1205 Genève Suisse, Praxis Aldo Weise General-Dufour-Strasse 28 2502 Biel Schweiz, Klinik Hirslanden Witellikerstrasse 40 8032 Zürich Schweiz, Klinik Hirslanden Witellikerstrasse 40 8032 Zürich Schweiz",address.name
Test_corpus_99.csv,address.name,"IRM et Scanner cardiaque - Institut cardiovasculaire Paris Sud, Centre de gérontologie - Consultation mémoire, Cabinet Dentaire, P?le médical de la Cité, nan, KORIAN L'Observatoire H?pital de Jour, Strasbourg - Centre dentaire, Biotop - Centre covid 19 - Rubrouck, nan, Laboratoire Livron-sur-Dr?me, Laboratoire Valence Centre, Nouvelle Association Emilie de Vialar, Clinique des Cedres, Cabinet de Sevran, Faculté des Sciences du Sport, Centre de santé sexuelle - Le 190, H?pital Claude Huriez (service ORL), Cabinet de cryolipolyse - orthopédie - kinésithérapie, H?pital Saint-Vincent-de-Paul, nan, Cabinet de pédiatrie SCM - Maison de l'enfant, Cabinet de radiologie du Vieux Pays - Docteur Sayad, Dentego - Toulon, nan, Cabinet d'orthodontie d'Orange, Cabinet de Radiologie Quetigny IMED21, Centre de radiologie Pont de Claix - Grenoble Sud, Centre de santé dentaire mutualiste de l'Esplanade, Centre Bien Vieillir - Brest, ADMR Centre de Santé \""Les Cévennes\, H?pital de Houdan ? Centre de santé, nan, H?pital de Houdan ? Centre de santé, Service d'O.R.L. - Centre hospitalier d'Aix en Provence, Clinique Clémentville, Centre d'imagerie médicale - Yvetot, CIM de la polyclinique du Parc, Centre de la vision, GH NORD-ESSONNE - Site Longjumeau, Point Vision Orléans, Centre dentaire Ferney-Voltaire, Annoeullin - Imagerie Porte des Flandres, Cabinet Infirmier - P?le Santé - Toulouse, Cabinet Vamk, Billy-Montigny - Centre de santé Filieris, Centre médical et dentaire MGEN, Clinadent - Centre médical et dentaire Avignon, Centre dentaire de La Plaine Saint Denis - Dentora, Centre Dentaire de la Plaine - DENTILAY, MSP de Vern-sur-Seiche (médecine générale)",address.name
Test_corpus_70.csv,award,"nan, nan, Stroke Care Excellence Award? (2019), nan, ['America?s 100 Best Hospitals for Coronary Intervention Award? (2019, 2018)', 'America?s 100 Best Hospitals for Spine Surgery Award? (2019, 2018)', 'Obstetrics and Gynecology Excellence Award? (2020)', 'Labor and Delivery Excellence Award? (2020, 2019)', 'Coronary Intervention Excellence Award? (2020)'], nan, ['America?s 100 Best Hospitals for Prostate Surgery Award? (2018)', 'Bariatric Surgery Excellence Award? (2020)', 'Critical Care Excellence Award? (2020)', 'Pulmonary Care Excellence Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for General Surgery Award? (2020)', 'Gastrointestinal Care Excellence Award? (2020)'], Cardiac Surgery Excellence Award? (2019), ['Gastrointestinal Care Excellence Award? (2018)', 'General Surgery Excellence Award? (2018)'], Patient Safety Excellence Award? (2019), ['Coronary Intervention Excellence Award? (2018)', 'Outstanding Patient Experience Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for General Surgery Award? (2020, 2019)', 'America?s 100 Best Hospitals for Prostate Surgery Award? (2020, 2019)', 'Pulmonary Care Excellence Award? (2020, 2019)', 'America?s 50 Best Hospitals for Cardiac Surgery Award? (2020, 2019)', 'Gastrointestinal Care Excellence Award? (2018)', 'General Surgery Excellence Award? (2018)'], ['Critical Care Excellence Award? (2019, 2018)', 'America?s 100 Best Hospitals for Stroke Care Award? (2019, 2018)', 'Stroke Care Excellence Award? (2020)', 'Gastrointestinal Care Excellence Award? (2018)', ""America's 250 Best Hospitals Award? (2019)"", 'Pulmonary Care Excellence Award? (2020, 2019, 2018)', 'General Surgery Excellence Award? (2018)', 'Cranial Neurosurgery Excellence Award? (2019, 2018)', 'Neurosciences Excellence Award? (2020, 2019, 2018)'], nan, Patient Safety Excellence Award? (2019), nan, [""America's 250 Best Hospitals Award? (2018)"", ""America's 100 Best Hospitals Award? (2018)"", 'Critical Care Excellence Award? (2018)', 'America?s 100 Best Hospitals for Pulmonary Care Award? (2018)'], ['Coronary Intervention Excellence Award? (2018)', 'Obstetrics and Gynecology Excellence Award? (2020, 2019, 2018)', 'Labor and Delivery Excellence Award? (2020, 2019, 2018)', 'Cranial Neurosurgery Excellence Award? (2020)', 'America?s 100 Best Hospitals for Coronary Intervention Award? (2020, 2019)'], ['Labor and Delivery Excellence Award? (2020, 2019, 2018)', 'Obstetrics and Gynecology Excellence Award? (2018)'], nan, ['Coronary Intervention Excellence Award? (2018)', 'Pulmonary Care Excellence Award? (2019, 2018)'], ['Neurosciences Excellence Award? (2020)', 'America?s 100 Best Hospitals for Stroke Care Award? (2020)'], nan, ['Pulmonary Care Excellence Award? (2019, 2018)', 'Stroke Care Excellence Award? (2018)'], nan, nan, ['General Surgery Excellence Award? (2019)', 'America?s 100 Best Hospitals for Prostate Surgery Award? (2019, 2018)'], ['Orthopedic Surgery Excellence Award? (2020)', 'America?s 100 Best Hospitals for Prostate Surgery Award? (2020, 2019, 2018)', 'America?s 50 Best Hospitals for Vascular Surgery Award? (2018)', 'Patient Safety Excellence Award? (2020, 2019, 2018)'], nan, ['America?s 100 Best Hospitals for Spine Surgery Award? (2020, 2019)', 'Spine Surgery Excellence Award? (2018)'], ['Cranial Neurosurgery Excellence Award? (2018)', 'Pulmonary Care Excellence Award? (2020, 2019, 2018)'], nan, ['Gynecologic Surgery Excellence Award? (2020, 2019, 2018)', 'Patient Safety Excellence Award? (2020, 2019)', 'Labor and Delivery Excellence Award? (2020, 2019, 2018)', 'Obstetrics and Gynecology Excellence Award? (2020, 2019, 2018)'], Cranial Neurosurgery Excellence Award? (2019, 2018), ['Patient Safety Excellence Award? (2020)', 'Outstanding Patient Experience Award? (2018)'], America?s 100 Best Hospitals for Prostate Surgery Award? (2019, 2018), ['Joint Replacement Excellence Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for Orthopedic Surgery Award? (2018)'], ['Patient Safety Excellence Award? (2019)', 'Bariatric Surgery Excellence Award? (2020, 2019)'], Patient Safety Excellence Award? (2020, 2019, 2018), nan, nan, nan, Coronary Intervention Excellence Award? (2019), nan, nan, nan, America?s 100 Best Hospitals for Prostate Surgery Award? (2018), ['Labor and Delivery Excellence Award? (2020, 2019, 2018)', 'Obstetrics and Gynecology Excellence Award? (2020, 2018)'], ['Cardiac Surgery Excellence Award? (2020, 2019)', 'America?s 100 Best Hospitals for Spine Surgery Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for Joint Replacement Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for Gastrointestinal Care Award? (2020)', ""America's 250 Best Hospitals Award? (2020, 2019, 2018)"", 'Gastrointestinal Care Excellence Award? (2019)', 'America?s 100 Best Hospitals for Orthopedic Surgery Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for Cardiac Care Award? (2020, 2019, 2018)', 'Pulmonary Care Excellence Award? (2020, 2019, 2018)', 'America?s 100 Best Hospitals for Coronary Intervention Award? (2020, 2019, 2018)', 'America?s 50 Best Hospitals for Cardiac Surgery Award? (2018)'], ['Outstanding Patient Experience Award? (2020, 2019, 2018)', 'Patient Safety Excellence Award? (2020, 2019)', 'America?s 100 Best Hospitals for Joint Replacement Award? (2020, 2019, 2018)'], ['America?s 100 Best Hospitals for Cardiac Care Award? (2018)', 'America?s 100 Best Hospitals for Gastrointestinal Care Award? (2020, 2019)', 'Cardiac Surgery Excellence Award? (2019, 2018)', 'General Surgery Excellence Award? (2019)', 'Patient Safety Excellence Award? (2020, 2019)', 'Cranial Neurosurgery Excellence Award? (2019)', 'America?s 100 Best Hospitals for General Surgery Award? (2020)', 'Pulmonary Care Excellence Award? (2019, 2018)']",award_Hospital
T2DV2_191.csv,Board,"NHS Ayrshire & Arran, NHS Ayrshire & Arran, NHS Ayrshire & Arran, NHS Greater Glasgow & Clyde, NHS Dumfries & Galloway, NHS Forth Valley, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Lanarkshire, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Lanarkshire, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Greater Glasgow & Clyde, NHS Lanarkshire, NHS Greater Glasgow & Clyde",Board
Test_corpus_70.csv,location.branchcode,"343339, 2D4F57, 85003A, 390272, CFA019, 520CBB, A7344F, 565829, 828332, 9A9A4F, CF1A6C, AE43E1, A37E5A, 0EAFFC, 63C64A, 85CEA7, E3EFA6, C50984, 2F5382, C034B8, 262A8D, C574CE, 17EC1C, 85817D, F010AB, 047018, BEEEC5, A6496D, EF04E8, 5F9E25, 34D725, 8A1FD9, 4207D7, 3DC235, 8FCD06, 5169E5, 94A644, 921334, A53CFB, D88808, 57B43C, 7E47F8, D8D8AB, 591DB6, 08DF27, 96B20B, 57CEA6, 960178, 7E6128, E8D72B",branchcode
T2DV2_189.csv,Centre,"Institute of Psychiatry & Neurology, Royal Hallamshire Hospital, Uppsala University Hospital, University Hospital of North Staffordshire, Western General Hospital, The National Hospital for Neurology & Neurosurgery, Arrowe Park Hospital, Southend University Hospital, Cliniques Universitaires St Luc, University Hospital Trondheim, Norfolk and Norwich University Hospital, Ulleval Sykehus, Nottingham City Hospital, Ospedale Di Citta' di Castello, Guy's & St.Thomas Hospital, Darlington and Bishop Auckland Hospitals, Nambour General Hospital, University Hospital Aintree, Danderyd Hospital, University Hospital of Wales, SPZZOZ w Sandomierzu, UAVC. Centro Hospitalar de Tr?s-os-Montes e Alto Douro, Nuovo Ospedale Civile ""S.Agostino-Estense"", Derby Royal Hospital, Ospedale Beato Giacomo Villa - Citta' della Pieve, Ospedale Di Branca, Medical University of Gdansk, Landesklinikum Donauregion Tulln, Addenbrookes Hospital, St George's Healthcare NHS Trust, Royal Devon & Exeter Hospital (Wonford), Hassleholm Hospital, John Hunter Hospital, Aberdeen Royal Infirmary, 1st Dept, Institute of Psychiatry & Neurology, Karnsjukhuset, A.O. Niguarda Ca'Granda, Military Medical Institute, Gosford Hospital, Hammersmith Hospitals & Imperial College, University Hospital North Norway, Universitatsspital Basel, Koping Hospital, William Harvey Hospital, Northwick Park Hospital, Hospital Pero da Covilh?, R.Guzzardi Hospital - Vittoria (RG), Scarborough Hospital, Mora Hospital, Ospedale Regionale di Aosta",Centre
T2DV2_191.csv,Child Health,"nan, nan, Yes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Yes, nan, Yes, nan, nan, nan, nan, nan",Child Health
T2DV2_172.csv,City,"MacDill Air Force Base, Eglin Air Force Base, Aventura, Pensacola, Miami, Jacksonville Beach, Jacksonville, Fernandina Beach, Jacksonville, Bartow, Miami, Panama City, Bay Pines, Saint Petersburg, New Smyrna Beach, Boynton Beach, Bradenton, Boca Raton, Brandon, Brooksville, Fort Lauderdale, Cocoa Beach, Cape Coral, Tallahassee, Sanford, Punta Gorda, Inverness, Weston, West Palm Beach, New Port Richey, Coral Gables, Coral Springs, Delray Beach, Arcadia, Coral Gables, Sarasota, Perry, Orlando, MacClenny, Saint Petersburg, Englewood, Port Charlotte, Saint Augustine, Altamonte Springs, Apopka, Tampa, Celebration, DeLand, Orlando, Orange City",City_Hospital
Test_corpus_121.csv,address.addresslocality,"Washington, Washington DC, Washington, Washington, Washington, Arlington, Arlington, Washington, Alexandria, Washington, Washington, Washington, Washington, Washington, Alexandria, Reston, Reston, Washington, Bethesda, Germantown, Washington, Rockville, Washington, Greenbelt, Washington, Washington, Washington, Washington, Washington, Rockville, Bethesda, Washington, Washington, Alexandria, Washington, Washington, Washington, Washington, Washington, Bethesda, Silver Spring, Arlington, Alexandria, Bethesda, Washington, Washington, Washington, Washington",City_Hospital
Test_corpus_138.csv,address.addresslocality,"?zmir, ?stanbul, Afyon, Ankara, ?stanbul, ?stanbul, Afyon, Bal?kesir, ?stanbul, ?zmir, Erzurum, ?zmir, Antalya, Ankara, ?stanbul, ?stanbul, ?zmir, ?stanbul, ?stanbul, Denizli, ?stanbul, ?stanbul, ?stanbul, Gaziantep, Sakarya, ?stanbul, ?stanbul, Bolu, ?stanbul, ?stanbul, ?stanbul, Tokat, ?stanbul, ?zmir, ?stanbul, Manisa, ?stanbul, ?stanbul, ?stanbul, Gaziantep, ?stanbul, Erzurum, Kocaeli, Aksaray, ?stanbul, Ordu, ?stanbul",City_Hospital
