Species_Group,Region,PlotID,BE_PlotID,longitude,latitude,Year,Method,Species_richness,Abundances,Cover,Mean_abundance,conifer_cover,herb_cover
Fungi,BAY,T4_9,X0,13.21,49.1,2006,"standardized search time, object based",12.0,,,,0.48,94.5
Saproxylic,STE,2EB16,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,17.0,28.0,,1.65,0.04,29.0
Saproxylic,STE,2EB17,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,11.0,17.0,,1.55,0.0,11.0
Saproxylic,STE,2EB18,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,22.0,30.0,,1.36,0.0,30.0
Saproxylic,STE,2EB19,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,7.0,7.0,,1.0,0.0,23.0
Saproxylic,STE,2EB20,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,8.0,10.0,,1.25,0.1,20.0
Saproxylic,STE,2EB21,X0,10.5,49.81,2016,flight interception (FFB) and pitfall traps,7.0,15.0,,2.14,0.0,83.5
Saproxylic,STE,2EB24,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,15.0,23.0,,1.53,0.0,15.5
Saproxylic,STE,2EB25,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,10.0,14.0,,1.4,0.02,6.0
Saproxylic,STE,2FA09,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,24.0,31.0,,1.29,0.0,159.0
Saproxylic,STE,2FA16,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,4.0,12.0,,3.0,0.0,133.0
Saproxylic,STE,2FA17,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,24.0,32.0,,1.33,0.0,11.0
Saproxylic,STE,2FA19,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,21.0,36.0,,1.71,0.19,23.0
Saproxylic,STE,2FA21,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,24.0,66.0,,2.75,0.02,48.0
Saproxylic,STE,2FA23,X0,10.59,49.93,2016,flight interception (FFB) and pitfall traps,16.0,23.0,,1.44,0.0,2.5
Saproxylic,STE,3EB08,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,14.0,21.0,,1.5,0.0,17.5
Saproxylic,STE,3EB10,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,17.0,20.0,,1.18,0.0,18.0
Saproxylic,STE,3EB11,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,19.0,26.0,,1.37,0.0,12.0
Saproxylic,STE,3EB12,X0,10.52,49.85,2016,flight interception (FFB) and pitfall traps,20.0,37.0,,1.85,0.0,5.0
Saproxylic,STE,3EB15,X0,10.53,49.85,2016,flight interception (FFB) and pitfall traps,16.0,23.0,,1.44,0.0,7.5
Saproxylic,STE,3EB17,X0,10.53,49.85,2016,flight interception (FFB) and pitfall traps,14.0,24.0,,1.71,0.0,10.5
Saproxylic,STE,3EB20,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,17.0,31.0,,1.82,0.0,5.0
Saproxylic,STE,3EB24,X0,10.46,49.87,2016,flight interception (FFB) and pitfall traps,11.0,16.0,,1.45,0.0,3.5
Saproxylic,STE,3FA06,X0,10.58,49.91,2016,flight interception (FFB) and pitfall traps,14.0,16.0,,1.14,0.0,24.0
Saproxylic,STE,3FA08,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,21.0,31.0,,1.48,0.04,130.5
Saproxylic,STE,3FA11,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,9.0,14.0,,1.56,0.0,154.5
Saproxylic,STE,3FA12,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,12.0,15.0,,1.25,0.0,124.0
Saproxylic,STE,3FA15,X0,10.61,49.93,2016,flight interception (FFB) and pitfall traps,28.0,58.0,,2.07,0.0,31.0
Saproxylic,STE,3FA16,X0,10.62,49.93,2016,flight interception (FFB) and pitfall traps,44.0,97.0,,2.2,0.21,23.5
Saproxylic,STE,3FA19,X0,10.61,49.93,2016,flight interception (FFB) and pitfall traps,14.0,18.0,,1.29,0.0,25.0
Saproxylic,STE,3FA20,X0,10.62,49.93,2016,flight interception (FFB) and pitfall traps,13.0,18.0,,1.38,0.06,100.5
Saproxylic,STE,5EB01,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,14.0,21.0,,1.5,0.0,10.5
Saproxylic,STE,5EB02,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,16.0,20.0,,1.25,0.0,10.5
Saproxylic,STE,5EB04,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,15.0,17.0,,1.13,0.0,5.5
Saproxylic,STE,5EB05,X0,10.53,49.83,2016,flight interception (FFB) and pitfall traps,22.0,24.0,,1.09,0.1,22.5
Saproxylic,STE,5EB06,X0,10.5,49.83,2016,flight interception (FFB) and pitfall traps,10.0,11.0,,1.1,0.0,8.0
Saproxylic,STE,5EB23,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,16.0,17.0,,1.06,0.0,2.5
Saproxylic,STE,5EB24,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,13.0,21.0,,1.62,0.22,5.0
Saproxylic,STE,5EB25,X0,10.46,49.88,2016,flight interception (FFB) and pitfall traps,18.0,35.0,,1.94,0.16,2.5
Saproxylic,STE,5FA01,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,23.0,31.0,,1.35,0.38,18.0
Saproxylic,STE,5FA02,X0,10.57,49.92,2016,flight interception (FFB) and pitfall traps,25.0,56.0,,2.24,0.03,3.0
Saproxylic,STE,5FA03,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,21.0,30.0,,1.43,0.0,12.5
Saproxylic,STE,5FA06,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,21.0,29.0,,1.38,0.0,79.5
Saproxylic,STE,5FA07,X0,10.56,49.93,2016,flight interception (FFB) and pitfall traps,10.0,13.0,,1.3,0.0,113.0
Saproxylic,STE,5FA08,X0,10.56,49.93,2016,flight interception (FFB) and pitfall traps,14.0,18.0,,1.29,0.0,45.0
Saproxylic,STE,6NW02,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,24.0,38.0,,1.58,0.0,18.0
Saproxylic,STE,6NW03,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,21.0,38.0,,1.81,0.0,9.0
Saproxylic,STE,6NW04,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,15.0,17.0,,1.13,0.0,10.0
Saproxylic,STE,6NW06,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,13.0,16.0,,1.23,0.0,5.5
Saproxylic,STE,6NW07,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,14.0,24.0,,1.71,0.0,90.0
Saproxylic,STE,6NW08,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,17.0,21.0,,1.24,0.0,19.5
Saproxylic,STE,6NW09,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,31.0,54.0,,1.74,0.0,126.0
Saproxylic,STE,6NW10,X0,10.47,49.86,2016,flight interception (FFB) and pitfall traps,9.0,9.0,,1.0,0.0,7.5
Saproxylic,STE,6NW12,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,21.0,32.0,,1.52,0.0,73.5
Saproxylic,STE,6NW13,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,18.0,27.0,,1.5,0.0,103.0
Saproxylic,STE,6NW15,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,14.0,18.0,,1.29,0.0,4.0
Saproxylic,STE,5FA04,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,31.0,89.0,,2.87,0.0,120.5
Saproxylic,STE,5FA05,X0,10.57,49.93,2016,flight interception (FFB) and pitfall traps,11.0,16.0,,1.45,0.0,25.5
Saproxylic,STE,6NW21,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,18.0,27.0,,1.5,0.0,15.5
Saproxylic,STE,6NW22,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,22.0,31.0,,1.41,0.0,7.5
Saproxylic,STE,6NW23,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,24.0,62.0,,2.58,0.08,18.5
Saproxylic,STE,6NW24,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,18.0,39.0,,2.17,0.0,28.0
Saproxylic,STE,6NW25,X0,10.51,49.91,2016,flight interception (FFB) and pitfall traps,9.0,11.0,,1.22,0.0,5.5
Saproxylic,ALB,AEW1,AEW1,9.33,48.48,2008,flight interception (FFB)  and funnel traps,13.0,36.0,,2.77,0.95,39.0
Saproxylic,ALB,AEW10,AEW10,9.39,48.38,2008,flight interception (FFB)  and funnel traps,17.0,35.0,,2.06,0.93,82.0
Saproxylic,ALB,AEW11,AEW11,9.32,48.49,2008,flight interception (FFB)  and funnel traps,26.0,123.0,,4.73,0.96,73.0
Saproxylic,ALB,AEW12,AEW12,9.25,48.37,2008,flight interception (FFB)  and funnel traps,28.0,312.0,,11.14,0.69,115.0
Saproxylic,ALB,AEW13,AEW13,9.4,48.38,2008,flight interception (FFB)  and funnel traps,11.0,26.0,,2.36,0.81,137.0
Saproxylic,ALB,AEW14,AEW14,9.34,48.38,2008,flight interception (FFB)  and funnel traps,9.0,25.0,,2.78,0.5,148.5
Saproxylic,STE,6NW16,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,9.0,16.0,,1.78,0.0,2.5
Saproxylic,STE,6NW17,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,21.0,47.0,,2.24,0.0,18.0
Saproxylic,STE,6NW18,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,25.0,44.0,,1.76,0.0,63.0
Saproxylic,STE,6NW19,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,17.0,23.0,,1.35,0.15,13.5
Saproxylic,STE,6NW20,X0,10.5,49.86,2016,flight interception (FFB) and pitfall traps,19.0,36.0,,1.89,0.0,16.0
Saproxylic,ALB,AEW23,AEW23,9.49,48.39,2008,flight interception (FFB)  and funnel traps,3.0,3.0,,1.0,0.0,31.0
Saproxylic,ALB,AEW24,AEW24,9.29,48.48,2008,flight interception (FFB)  and funnel traps,5.0,5.0,,1.0,0.22,2.5
Saproxylic,ALB,AEW25,AEW25,9.42,48.48,2008,flight interception (FFB)  and funnel traps,2.0,2.0,,1.0,0.0,27.5
Saproxylic,ALB,AEW26,AEW26,9.44,48.42,2008,flight interception (FFB)  and funnel traps,6.0,11.0,,1.83,0.0,118.5
Saproxylic,ALB,AEW27,AEW27,9.47,48.4,2008,flight interception (FFB)  and funnel traps,5.0,5.0,,1.0,0.0,99.0
Saproxylic,ALB,AEW28,AEW28,9.31,48.49,2008,flight interception (FFB)  and funnel traps,10.0,28.0,,2.8,0.0,114.0
Saproxylic,ALB,AEW29,AEW29,9.36,48.38,2008,flight interception (FFB)  and funnel traps,22.0,109.0,,4.95,0.0,154.0
Saproxylic,ALB,AEW15,AEW15,9.41,48.39,2008,flight interception (FFB)  and funnel traps,6.0,6.0,,1.0,0.0,51.5
Saproxylic,ALB,AEW16,AEW16,9.44,48.39,2008,flight interception (FFB)  and funnel traps,14.0,20.0,,1.43,0.0,67.5
Saproxylic,ALB,AEW17,AEW17,9.24,48.4,2008,flight interception (FFB)  and funnel traps,20.0,34.0,,1.7,0.0,17.5
Saproxylic,ALB,AEW18,AEW18,9.23,48.36,2008,flight interception (FFB)  and funnel traps,6.0,13.0,,2.17,0.0,142.5
Saproxylic,ALB,AEW19,AEW19,9.31,48.48,2008,flight interception (FFB)  and funnel traps,10.0,16.0,,1.6,0.0,63.0
Saproxylic,ALB,AEW2,AEW2,9.35,48.38,2008,flight interception (FFB)  and funnel traps,29.0,99.0,,3.41,0.93,114.0
Saproxylic,ALB,AEW20,AEW20,9.32,48.37,2008,flight interception (FFB)  and funnel traps,7.0,7.0,,1.0,0.0,117.5
Saproxylic,ALB,AEW21,AEW21,9.32,48.48,2008,flight interception (FFB)  and funnel traps,10.0,17.0,,1.7,0.0,96.5
Saproxylic,ALB,AEW22,AEW22,9.45,48.38,2008,flight interception (FFB)  and funnel traps,11.0,18.0,,1.64,0.02,123.5
Saproxylic,ALB,AEW40,AEW40,9.35,48.5,2008,flight interception (FFB)  and funnel traps,8.0,9.0,,1.12,0.0,126.0
Saproxylic,ALB,AEW41,AEW41,9.4,48.36,2008,flight interception (FFB)  and funnel traps,14.0,19.0,,1.36,0.0,116.0
Saproxylic,ALB,AEW42,AEW42,9.45,48.4,2008,flight interception (FFB)  and funnel traps,24.0,38.0,,1.58,0.0,106.5
Saproxylic,ALB,AEW43,AEW43,9.38,48.38,2008,flight interception (FFB)  and funnel traps,4.0,4.0,,1.0,0.0,181.5
Saproxylic,ALB,AEW3,AEW3,9.36,48.41,2008,flight interception (FFB)  and funnel traps,15.0,53.0,,3.53,0.96,62.0
Saproxylic,ALB,AEW30,AEW30,9.37,48.37,2008,flight interception (FFB)  and funnel traps,10.0,18.0,,1.8,0.0,196.0
Saproxylic,ALB,AEW31,AEW31,9.26,48.38,2008,flight interception (FFB)  and funnel traps,17.0,51.0,,3.0,0.88,102.0
Saproxylic,ALB,AEW32,AEW32,9.37,48.41,2008,flight interception (FFB)  and funnel traps,26.0,53.0,,2.04,0.92,84.5
Saproxylic,ALB,AEW33,AEW33,9.49,48.39,2008,flight interception (FFB)  and funnel traps,21.0,57.0,,2.71,0.97,97.0
Saproxylic,ALB,AEW34,AEW34,9.5,48.39,2008,flight interception (FFB)  and funnel traps,41.0,129.0,,3.15,0.96,119.0
Saproxylic,ALB,AEW35,AEW35,9.42,48.45,2008,flight interception (FFB)  and funnel traps,12.0,20.0,,1.67,0.07,111.5
Saproxylic,ALB,AEW36,AEW36,9.22,48.38,2008,flight interception (FFB)  and funnel traps,8.0,9.0,,1.12,0.03,104.5
Saproxylic,ALB,AEW37,AEW37,9.44,48.39,2008,flight interception (FFB)  and funnel traps,2.0,2.0,,1.0,0.0,62.5
Saproxylic,ALB,AEW38,AEW38,9.45,48.38,2008,flight interception (FFB)  and funnel traps,12.0,17.0,,1.42,0.0,20.5
Saproxylic,ALB,AEW39,AEW39,9.24,48.38,2008,flight interception (FFB)  and funnel traps,16.0,21.0,,1.31,0.0,59.0
Saproxylic,ALB,AEW4,AEW4,9.24,48.4,2008,flight interception (FFB)  and funnel traps,10.0,14.0,,1.4,0.02,14.0
Saproxylic,ALB,AEW44,AEW44,9.22,48.39,2008,flight interception (FFB)  and funnel traps,10.0,17.0,,1.7,0.0,19.5
Saproxylic,ALB,AEW45,AEW45,9.5,48.39,2008,flight interception (FFB)  and funnel traps,6.0,7.0,,1.17,0.0,69.0
Saproxylic,ALB,AEW46,AEW46,9.36,48.39,2008,flight interception (FFB)  and funnel traps,9.0,16.0,,1.78,0.0,143.0
Saproxylic,ALB,AEW47,AEW47,9.41,48.42,2008,flight interception (FFB)  and funnel traps,13.0,22.0,,1.69,0.04,89.0
Saproxylic,ALB,AEW48,AEW48,9.47,48.39,2008,flight interception (FFB)  and funnel traps,10.0,15.0,,1.5,0.04,107.5
Saproxylic,ALB,AEW49,AEW49,9.48,48.45,2008,flight interception (FFB)  and funnel traps,14.0,20.0,,1.43,0.0,50.0
Saproxylic,ALB,AEW5,AEW5,9.41,48.42,2008,flight interception (FFB)  and funnel traps,2.0,7.0,,3.5,0.01,107.5
Saproxylic,ALB,AEW50,AEW50,9.25,48.39,2008,flight interception (FFB)  and funnel traps,10.0,12.0,,1.2,0.04,3.0
Saproxylic,ALB,AEW6,AEW6,9.45,48.39,2008,flight interception (FFB)  and funnel traps,11.0,21.0,,1.91,0.0,114.5
Saproxylic,ALB,AEW7,AEW7,9.26,48.4,2008,flight interception (FFB)  and funnel traps,11.0,17.0,,1.55,0.11,0.5
Saproxylic,ALB,AEW8,AEW8,9.38,48.38,2008,flight interception (FFB)  and funnel traps,25.0,42.0,,1.68,0.0,50.0
Saproxylic,ALB,AEW9,AEW9,9.42,48.37,2008,flight interception (FFB)  and funnel traps,22.0,53.0,,2.41,0.03,106.5
Saproxylic,HAI,HEW1,HEW1,10.32,51.19,2008,flight interception (FFB)  and funnel traps,33.0,51.0,,1.55,0.89,160.5
Saproxylic,HAI,HEW10,HEW10,10.46,51.09,2008,flight interception (FFB)  and funnel traps,11.0,19.0,,1.73,0.0,20.5
Saproxylic,HAI,HEW11,HEW11,10.4,51.1,2008,flight interception (FFB)  and funnel traps,10.0,13.0,,1.3,0.0,19.0
Saproxylic,HAI,HEW12,HEW12,10.46,51.1,2008,flight interception (FFB)  and funnel traps,17.0,75.0,,4.41,0.0,9.0
Saproxylic,HAI,HEW13,HEW13,10.31,51.24,2008,flight interception (FFB)  and funnel traps,36.0,59.0,,1.64,0.93,112.0
Saproxylic,HAI,HEW14,HEW14,10.26,51.37,2008,flight interception (FFB)  and funnel traps,9.0,14.0,,1.56,0.0,53.5
Saproxylic,HAI,HEW15,HEW15,10.39,51.2,2008,flight interception (FFB)  and funnel traps,8.0,13.0,,1.62,0.0,32.0
Saproxylic,HAI,HEW16,HEW16,10.37,51.18,2008,flight interception (FFB)  and funnel traps,14.0,24.0,,1.71,0.0,80.0
Saproxylic,HAI,HEW17,HEW17,10.23,51.28,2008,flight interception (FFB)  and funnel traps,19.0,24.0,,1.26,0.0,2.5
Saproxylic,HAI,HEW18,HEW18,10.37,51.34,2008,flight interception (FFB)  and funnel traps,13.0,18.0,,1.38,0.0,4.5
Saproxylic,HAI,HEW19,HEW19,10.34,51.2,2008,flight interception (FFB)  and funnel traps,14.0,26.0,,1.86,0.0,174.5
Saproxylic,HAI,HEW2,HEW2,10.37,51.21,2008,flight interception (FFB)  and funnel traps,16.0,21.0,,1.31,0.6,55.0
Saproxylic,HAI,HEW20,HEW20,10.36,51.33,2008,flight interception (FFB)  and funnel traps,19.0,28.0,,1.47,0.02,71.5
Saproxylic,HAI,HEW21,HEW21,10.32,51.19,2008,flight interception (FFB)  and funnel traps,13.0,21.0,,1.62,0.0,130.5
Saproxylic,HAI,HEW22,HEW22,10.36,51.34,2008,flight interception (FFB)  and funnel traps,14.0,22.0,,1.57,0.0,84.0
Saproxylic,HAI,HEW23,HEW23,10.21,51.28,2008,flight interception (FFB)  and funnel traps,8.0,13.0,,1.62,0.0,119.0
Saproxylic,HAI,HEW24,HEW24,10.49,51.05,2008,flight interception (FFB)  and funnel traps,8.0,11.0,,1.38,0.0,48.0
Saproxylic,HAI,HEW28,HEW28,10.53,51.36,2008,flight interception (FFB)  and funnel traps,8.0,13.0,,1.62,0.0,33.0
Saproxylic,HAI,HEW29,HEW29,10.38,51.13,2008,flight interception (FFB)  and funnel traps,12.0,15.0,,1.25,0.0,77.5
Saproxylic,HAI,HEW3,HEW3,10.31,51.27,2008,flight interception (FFB)  and funnel traps,27.0,44.0,,1.63,0.76,106.5
Saproxylic,HAI,HEW30,HEW30,10.38,51.13,2008,flight interception (FFB)  and funnel traps,16.0,30.0,,1.88,0.0,46.0
Saproxylic,HAI,HEW31,HEW31,10.38,51.14,2008,flight interception (FFB)  and funnel traps,8.0,10.0,,1.25,0.0,35.5
Saproxylic,HAI,HEW32,HEW32,10.36,51.14,2008,flight interception (FFB)  and funnel traps,9.0,18.0,,2.0,0.0,9.5
Saproxylic,HAI,HEW33,HEW33,10.51,51.34,2008,flight interception (FFB)  and funnel traps,10.0,15.0,,1.5,0.0,19.5
Saproxylic,HAI,HEW35,HEW35,10.41,51.1,2008,flight interception (FFB)  and funnel traps,8.0,10.0,,1.25,0.0,19.5
Saproxylic,HAI,HEW36,HEW36,10.41,51.11,2008,flight interception (FFB)  and funnel traps,5.0,5.0,,1.0,0.0,46.5
Saproxylic,HAI,HEW37,HEW37,10.46,51.08,2008,flight interception (FFB)  and funnel traps,10.0,18.0,,1.8,0.0,28.5
Saproxylic,HAI,HEW38,HEW38,10.46,51.08,2008,flight interception (FFB)  and funnel traps,16.0,23.0,,1.44,0.0,10.5
Saproxylic,HAI,HEW39,HEW39,10.47,51.09,2008,flight interception (FFB)  and funnel traps,17.0,120.0,,7.06,0.0,13.0
Saproxylic,HAI,HEW4,HEW4,10.53,51.37,2008,flight interception (FFB)  and funnel traps,18.0,32.0,,1.78,0.0,22.0
Saproxylic,HAI,HEW25,HEW25,10.22,51.28,2008,flight interception (FFB)  and funnel traps,18.0,37.0,,2.06,0.0,39.0
Saproxylic,HAI,HEW26,HEW26,10.51,51.34,2008,flight interception (FFB)  and funnel traps,11.0,16.0,,1.45,0.0,48.0
Saproxylic,HAI,HEW27,HEW27,10.52,51.36,2008,flight interception (FFB)  and funnel traps,7.0,10.0,,1.43,0.0,25.5
Saproxylic,HAI,HEW46,HEW46,10.48,51.05,2008,flight interception (FFB)  and funnel traps,19.0,108.0,,5.68,0.0,33.5
Saproxylic,HAI,HEW47,HEW47,10.38,51.18,2008,flight interception (FFB)  and funnel traps,13.0,30.0,,2.31,0.0,97.5
Saproxylic,HAI,HEW48,HEW48,10.39,51.14,2008,flight interception (FFB)  and funnel traps,11.0,15.0,,1.36,0.0,47.5
Saproxylic,HAI,HEW49,HEW49,10.38,51.14,2008,flight interception (FFB)  and funnel traps,10.0,15.0,,1.5,0.0,48.0
Saproxylic,HAI,HEW5,HEW5,10.24,51.26,2008,flight interception (FFB)  and funnel traps,28.0,59.0,,2.11,0.0,70.0
Saproxylic,HAI,HEW50,HEW50,10.46,51.09,2008,flight interception (FFB)  and funnel traps,10.0,124.0,,12.4,0.0,26.0
Saproxylic,HAI,HEW6,HEW6,10.24,51.27,2008,flight interception (FFB)  and funnel traps,22.0,61.0,,2.77,0.0,63.0
Saproxylic,HAI,HEW7,HEW7,10.39,51.13,2008,flight interception (FFB)  and funnel traps,22.0,37.0,,1.68,0.0,68.5
Saproxylic,HAI,HEW8,HEW8,10.52,51.36,2008,flight interception (FFB)  and funnel traps,6.0,7.0,,1.17,0.0,17.0
Saproxylic,HAI,HEW9,HEW9,10.38,51.13,2008,flight interception (FFB)  and funnel traps,16.0,27.0,,1.69,0.0,116.0
Saproxylic,HAI,HEW40,HEW40,10.5,51.08,2008,flight interception (FFB)  and funnel traps,14.0,31.0,,2.21,0.0,25.5
Saproxylic,HAI,HEW41,HEW41,10.46,51.11,2008,flight interception (FFB)  and funnel traps,9.0,9.0,,1.0,0.0,13.5
Saproxylic,HAI,HEW42,HEW42,10.46,51.1,2008,flight interception (FFB)  and funnel traps,20.0,173.0,,8.65,0.0,7.5
Saproxylic,HAI,HEW43,HEW43,10.36,51.33,2008,flight interception (FFB)  and funnel traps,13.0,24.0,,1.85,0.0,63.5
Saproxylic,HAI,HEW44,HEW44,10.37,51.33,2008,flight interception (FFB)  and funnel traps,11.0,24.0,,2.18,0.0,78.5
Saproxylic,HAI,HEW45,HEW45,10.26,51.36,2008,flight interception (FFB)  and funnel traps,14.0,17.0,,1.21,0.0,5.0
Saproxylic,SCH,SEW16,SEW16,13.86,53.08,2008,flight interception (FFB)  and funnel traps,41.0,110.0,,2.68,0.97,73.5
Saproxylic,SCH,SEW17,SEW17,13.83,52.94,2008,flight interception (FFB)  and funnel traps,30.0,62.0,,2.07,0.7,62.0
Saproxylic,SCH,SEW18,SEW18,13.92,52.86,2008,flight interception (FFB)  and funnel traps,36.0,91.0,,2.53,0.66,41.5
Saproxylic,SCH,SEW19,SEW19,13.64,53.09,2008,flight interception (FFB)  and funnel traps,30.0,62.0,,2.07,0.7,30.0
Saproxylic,SCH,SEW2,SEW2,13.78,52.95,2008,flight interception (FFB)  and funnel traps,38.0,91.0,,2.39,0.81,9.5
Saproxylic,SCH,SEW20,SEW20,13.64,53.09,2008,flight interception (FFB)  and funnel traps,37.0,152.0,,4.11,0.9,69.5
Saproxylic,SCH,SEW21,SEW21,13.74,52.92,2008,flight interception (FFB)  and funnel traps,46.0,129.0,,2.8,0.94,86.5
Saproxylic,SCH,SEW22,SEW22,13.91,53.06,2008,flight interception (FFB)  and funnel traps,39.0,88.0,,2.26,0.0,3.5
Saproxylic,SCH,SEW23,SEW23,13.78,52.95,2008,flight interception (FFB)  and funnel traps,38.0,96.0,,2.53,0.0,6.5
Saproxylic,SCH,SEW1,SEW1,13.85,52.9,2008,flight interception (FFB)  and funnel traps,36.0,66.0,,1.83,0.93,50.5
Saproxylic,SCH,SEW10,SEW10,13.64,53.09,2008,flight interception (FFB)  and funnel traps,27.0,58.0,,2.15,0.96,9.5
Saproxylic,SCH,SEW11,SEW11,13.63,53.09,2008,flight interception (FFB)  and funnel traps,26.0,54.0,,2.08,0.96,15.5
Saproxylic,SCH,SEW12,SEW12,13.7,53.09,2008,flight interception (FFB)  and funnel traps,29.0,76.0,,2.62,0.97,10.5
Saproxylic,SCH,SEW13,SEW13,13.86,53.02,2008,flight interception (FFB)  and funnel traps,49.0,107.0,,2.18,0.95,42.0
Saproxylic,SCH,SEW14,SEW14,13.75,52.92,2008,flight interception (FFB)  and funnel traps,35.0,99.0,,2.83,0.98,32.5
Saproxylic,SCH,SEW15,SEW15,13.74,52.91,2008,flight interception (FFB)  and funnel traps,53.0,123.0,,2.32,0.96,7.0
Saproxylic,SCH,SEW32,SEW32,13.93,53.06,2008,flight interception (FFB)  and funnel traps,49.0,85.0,,1.73,0.26,3.5
Saproxylic,SCH,SEW33,SEW33,13.89,52.91,2008,flight interception (FFB)  and funnel traps,39.0,105.0,,2.69,0.36,1.0
Saproxylic,SCH,SEW34,SEW34,13.85,52.9,2008,flight interception (FFB)  and funnel traps,44.0,98.0,,2.23,0.24,1.0
Saproxylic,SCH,SEW35,SEW35,13.85,52.91,2008,flight interception (FFB)  and funnel traps,48.0,112.0,,2.33,0.0,14.0
Saproxylic,SCH,SEW36,SEW36,13.75,52.95,2008,flight interception (FFB)  and funnel traps,26.0,48.0,,1.85,0.0,0.0
Saproxylic,SCH,SEW37,SEW37,13.78,52.94,2008,flight interception (FFB)  and funnel traps,43.0,104.0,,2.42,0.0,3.0
Saproxylic,SCH,SEW38,SEW38,13.67,52.89,2008,flight interception (FFB)  and funnel traps,42.0,83.0,,1.98,0.0,7.5
Saproxylic,SCH,SEW24,SEW24,13.97,52.89,2008,flight interception (FFB)  and funnel traps,35.0,63.0,,1.8,0.0,12.0
Saproxylic,SCH,SEW25,SEW25,13.76,52.92,2008,flight interception (FFB)  and funnel traps,38.0,75.0,,1.97,0.0,10.5
Saproxylic,SCH,SEW26,SEW26,13.75,52.92,2008,flight interception (FFB)  and funnel traps,43.0,101.0,,2.35,0.0,74.5
Saproxylic,SCH,SEW27,SEW27,14.0,52.89,2008,flight interception (FFB)  and funnel traps,39.0,354.0,,9.08,0.0,0.5
Saproxylic,SCH,SEW28,SEW28,13.66,52.88,2008,flight interception (FFB)  and funnel traps,30.0,76.0,,2.53,0.0,91.0
Saproxylic,SCH,SEW29,SEW29,13.86,53.02,2008,flight interception (FFB)  and funnel traps,20.0,176.0,,8.8,0.32,2.5
Saproxylic,SCH,SEW3,SEW3,13.64,52.92,2008,flight interception (FFB)  and funnel traps,38.0,83.0,,2.18,0.85,39.0
Saproxylic,SCH,SEW30,SEW30,13.92,53.06,2008,flight interception (FFB)  and funnel traps,40.0,82.0,,2.05,0.18,3.0
Saproxylic,SCH,SEW31,SEW31,13.9,52.88,2008,flight interception (FFB)  and funnel traps,43.0,90.0,,2.09,0.47,8.0
Saproxylic,SCH,SEW5,SEW5,13.89,53.06,2008,flight interception (FFB)  and funnel traps,34.0,64.0,,1.88,0.0,2.5
Saproxylic,SCH,SEW50,SEW50,13.79,53.04,2008,flight interception (FFB)  and funnel traps,33.0,72.0,,2.18,0.0,17.0
Saproxylic,SCH,SEW6,SEW6,13.84,52.91,2008,flight interception (FFB)  and funnel traps,36.0,86.0,,2.39,0.0,27.5
