Habitat_type,Sampling_regime,PlotIDYear,Exploratory,PlotID,CollectionYear,biomass,abundance_unidentified_identified,abundance_identified,species,abundance_carnivore,species_carnivore,biomass_carnivore,abundance_herbivore,species_herbivore,biomass_herbivore,abundance_omnivore,species_omnivore,biomass_omnivore,landuse_intensity,temprature
grassland,annual,SEG11_2009,SCH,SEG11,2009,21994.58293,1904,500,45,25,9,973.8121814,445,29,20893.00353,7,3,115.4683113,1.78,0.751351083
grassland,annual,SEG11_2010,SCH,SEG11,2010,3995.572807,336,36,21,5,5,425.0183463,29,15,3561.917091,2,1,8.637369382,1.78,-0.595395917
grassland,annual,SEG11_2011,SCH,SEG11,2011,3728.634148,205,49,15,3,2,65.85900665,44,11,3635.535719,2,2,27.23942284,1.78,-0.551503583
grassland,annual,SEG11_2012,SCH,SEG11,2012,4021.224771,519,64,31,11,8,459.3302274,51,21,3519.428325,2,2,42.46621812,1.78,1.346125868
grassland,annual,SEG11_2013,SCH,SEG11,2013,7103.393138,447,113,26,7,6,489.9796842,104,18,6607.962088,1,1,4.318684691,1.78,0.615118083
grassland,annual,SEG11_2014,SCH,SEG11,2014,3169.428655,791,98,25,5,4,133.9316318,87,18,2943.436626,5,2,91.45389667,1.78,2.612142167
grassland,annual,SEG11_2015,SCH,SEG11,2015,2238.815519,247,34,22,12,7,1399.934213,18,13,772.2607226,4,2,66.62058274,1.78,2.548059
grassland,annual,SEG11_2017,SCH,SEG11,2017,5153.551497,945,110,46,21,11,1658.969963,77,31,2394.864292,5,3,1095.471736,1.78,1.118683917
grassland,annual,SEG12_2008,SCH,SEG12,2008,7656.457144,6028,392,33,8,5,64.25227026,359,22,7467.759782,14,3,113.8240491,1.86,3.72787876
grassland,annual,SEG12_2009,SCH,SEG12,2009,2229.648422,1124,114,18,16,2,546.5788441,95,14,1633.86374,3,2,49.20583785,1.86,1.01534
grassland,annual,SEG12_2010,SCH,SEG12,2010,988.8799774,189,66,14,1,1,2.552807322,64,12,758.1857852,1,1,228.1413848,1.86,-0.302670667
grassland,annual,SEG12_2011,SCH,SEG12,2011,3857.263577,282,123,18,5,2,185.1685414,114,13,3303.548216,4,3,368.5468202,1.86,-0.3772185
grassland,annual,SEG12_2012,SCH,SEG12,2012,2550.699786,581,151,25,38,10,1105.090423,112,14,1422.688624,1,1,22.92073815,1.86,1.536694463
grassland,annual,SEG12_2013,SCH,SEG12,2013,3582.336435,636,166,21,11,9,450.0532181,144,9,3094.861876,8,1,34.54947753,1.86,0.754097583
grassland,annual,SEG12_2014,SCH,SEG12,2014,665.068437,319,41,14,10,6,98.33251176,27,6,493.2311083,1,1,22.92073815,1.86,2.992659833
grassland,annual,SEG12_2015,SCH,SEG12,2015,9978.935872,479,74,28,12,7,469.6225014,59,19,9500.0695,2,1,8.637369382,1.86,2.767302167
grassland,annual,SEG12_2017,SCH,SEG12,2017,2024.621514,336,100,27,12,9,317.3774357,86,16,1655.548489,2,2,51.69558913,1.86,1.35286825
grassland,annual,SEG13_2008,SCH,SEG13,2008,2876.588931,596,173,22,4,3,114.9385531,166,18,2692.888164,3,1,68.76221444,1.61,5.542128264
grassland,annual,SEG13_2009,SCH,SEG13,2009,1074.077614,580,60,18,3,3,15.81669436,57,15,1058.260919,0,0,0,1.61,0.861972417
grassland,annual,SEG13_2010,SCH,SEG13,2010,2005.557457,366,29,18,4,3,724.2360544,23,14,1235.479927,2,1,45.84147629,1.61,-0.385322917
grassland,annual,SEG13_2011,SCH,SEG13,2011,410.3132302,386,30,14,2,1,5.105614644,22,11,383.0076912,5,1,21.59342346,1.61,-0.502910167
grassland,annual,SEG13_2012,SCH,SEG13,2012,2484.075565,450,95,35,14,10,515.3428378,73,22,1867.950878,8,3,100.7818495,1.61,1.579163471
grassland,annual,SEG13_2013,SCH,SEG13,2013,2177.059289,562,89,32,15,8,764.5954187,71,22,1366.015893,2,1,45.84147629,1.61,0.761832833
grassland,annual,SEG13_2014,SCH,SEG13,2014,1815.926235,332,59,32,8,6,183.1494605,47,23,1264.229955,4,3,368.5468202,1.61,2.95538575
grassland,annual,SEG13_2015,SCH,SEG13,2015,528.2447064,164,45,12,7,1,109.853694,37,10,385.0440626,1,1,33.34694977,1.61,2.836073167
grassland,annual,SEG13_2017,SCH,SEG13,2017,4954.644063,378,83,29,7,3,363.0769155,67,23,4499.890033,9,3,91.67711464,1.61,1.25896875
grassland,annual,SEG14_2008,SCH,SEG14,2008,3203.83159,848,219,30,15,6,193.4540865,197,20,2999.788911,2,2,5.451366102,1.14,3.648453388
grassland,annual,SEG14_2009,SCH,SEG14,2009,3649.012017,851,162,32,5,5,142.9285759,151,21,3022.000015,4,4,482.3442442,1.14,0.867066083
grassland,annual,SEG14_2010,SCH,SEG14,2010,998.3223117,168,37,18,7,5,537.4293784,29,12,445.1995485,1,1,15.69338486,1.14,-0.47118725
grassland,annual,SEG14_2012,SCH,SEG14,2012,3842.649363,470,106,26,18,6,151.0215461,86,19,3638.529582,2,1,53.09823454,1.14,1.44018562
grassland,annual,SEG14_2013,SCH,SEG14,2013,2017.454077,562,152,25,6,6,358.9250701,138,16,1592.761476,7,2,65.16102944,1.14,0.665222333
grassland,annual,SEG14_2014,SCH,SEG14,2014,434.3995125,237,30,13,3,3,51.26880287,27,10,383.1307096,0,0,0,1.14,2.836847333
grassland,annual,SEG14_2015,SCH,SEG14,2015,4175.118769,308,51,28,15,10,1344.293945,35,17,2809.041021,1,1,21.78380299,1.14,2.650461417
grassland,annual,SEG14_2017,SCH,SEG14,2017,5541.420866,605,99,33,11,6,356.7320102,85,24,5178.630989,1,1,4.318684691,1.14,1.211476083
grassland,annual,SEG15_2008,SCH,SEG15,2008,6151.5391,758,150,33,8,6,296.5055515,132,22,5481.194703,8,3,355.8448053,1.14,5.569663802
grassland,annual,SEG15_2009,SCH,SEG15,2009,4753.89456,1030,133,35,13,9,225.9128208,115,21,4470.228233,4,4,57.14700512,1.14,0.95070475
grassland,annual,SEG15_2010,SCH,SEG15,2010,2411.536668,249,45,20,6,5,297.1532743,38,14,1807.371435,1,1,307.011959,1.14,-0.354802
grassland,annual,SEG15_2011,SCH,SEG15,2011,6843.51243,299,87,25,6,6,92.37958058,78,17,6716.277449,0,0,0,1.14,-0.265114667
grassland,annual,SEG15_2012,SCH,SEG15,2012,852.2312285,339,56,17,3,3,17.26194956,50,11,782.0731965,3,3,52.89608244,1.14,1.634332231
grassland,annual,SEG15_2013,SCH,SEG15,2013,3477.219809,499,149,27,6,4,309.0808199,140,20,3162.081122,1,1,4.318684691,1.14,1.014868083
grassland,annual,SEG15_2014,SCH,SEG15,2014,8785.357302,610,318,33,10,9,852.6214811,299,21,6887.087544,9,3,1045.648277,1.14,3.25461425
grassland,annual,SEG15_2015,SCH,SEG15,2015,4199.285367,497,96,28,5,5,229.5289293,90,22,3947.972635,1,1,21.78380299,1.14,3.317834417
grassland,annual,SEG15_2017,SCH,SEG15,2017,790.6749416,223,20,10,3,3,66.50201242,17,7,724.1729292,0,0,0,1.14,1.301496167
grassland,annual,SEG16_2008,SCH,SEG16,2008,5215.347477,1525,252,46,8,6,288.3177449,213,33,4593.997781,16,3,300.230705,1.27,5.198705333
grassland,annual,SEG16_2009,SCH,SEG16,2009,3021.847357,383,116,32,20,7,1426.967793,90,22,1542.8999,3,2,50.16016098,1.27,0.742146
grassland,annual,SEG16_2010,SCH,SEG16,2010,2160.507834,499,51,27,8,8,209.3835825,41,18,1917.401532,0,0,0,1.27,-0.55804875
grassland,annual,SEG16_2011,SCH,SEG16,2011,521.6466995,168,34,11,2,2,13.34069038,32,9,508.3060091,0,0,0,1.27,-0.701562667
grassland,annual,SEG16_2012,SCH,SEG16,2012,3157.699551,719,136,34,6,6,559.2595497,125,24,2538.68188,4,3,42.8967612,1.27,1.252658347
grassland,annual,SEG16_2013,SCH,SEG16,2013,8107.871463,1596,343,36,14,7,610.0293507,324,25,6874.250851,3,2,618.3426027,1.27,0.529093833
grassland,annual,SEG16_2014,SCH,SEG16,2014,1488.941687,355,84,19,9,3,311.6059494,72,14,1083.827192,3,2,93.50854503,1.27,2.515632083
grassland,annual,SEG16_2015,SCH,SEG16,2015,550.26582,298,19,10,2,2,254.6458424,16,7,273.8361746,1,1,21.78380299,1.27,2.523093667
grassland,annual,SEG16_2017,SCH,SEG16,2017,3667.890385,950,91,35,13,7,794.3719735,71,23,2797.082581,4,4,74.61632727,1.27,1.36342725
grassland,annual,SEG17_2008,SCH,SEG17,2008,7249.83464,1103,261,33,7,3,239.6797004,187,25,6240.721417,51,3,753.4153419,1.4,2.548836529
grassland,annual,SEG17_2009,SCH,SEG17,2009,7667.106228,1428,354,53,14,6,480.0757987,296,42,6369.215937,39,3,813.2034464,1.4,0.573885
grassland,annual,SEG17_2010,SCH,SEG17,2010,1938.37325,274,100,28,3,3,26.67002857,94,23,1861.54306,3,2,50.16016098,1.4,-0.52241325
grassland,annual,SEG17_2011,SCH,SEG17,2011,4153.519049,249,72,22,8,4,236.6714218,61,17,3903.891573,3,1,12.95605407,1.4,-0.679306
grassland,annual,SEG17_2012,SCH,SEG17,2012,2809.946392,504,92,21,14,4,582.0696319,76,16,2182.035284,2,1,45.84147629,1.4,1.314167355
grassland,annual,SEG17_2013,SCH,SEG17,2013,3938.414988,1050,203,41,22,11,590.0560759,162,26,3091.42967,17,3,254.6638792,1.4,0.452649333
grassland,annual,SEG17_2014,SCH,SEG17,2014,1172.326849,178,75,16,2,2,6.255701599,71,13,1157.433778,2,1,8.637369382,1.4,2.730757083
grassland,annual,SEG17_2015,SCH,SEG17,2015,2070.389711,362,104,25,9,8,111.8516751,95,17,1958.538036,0,0,0,1.4,2.434809083
grassland,annual,SEG17_2017,SCH,SEG17,2017,4811.053225,449,138,30,14,4,204.1040466,122,25,4524.694079,2,1,82.255099,1.4,0.83055925
grassland,annual,SEG18_2008,SCH,SEG18,2008,2685.223731,595,128,24,2,2,75.52908119,122,19,2554.25446,3,2,54.30750787,1.31,3.148907934
grassland,annual,SEG18_2009,SCH,SEG18,2009,5445.645029,1289,241,43,11,5,472.0217004,223,34,4380.69971,7,4,592.9236184,1.31,1.142010583
grassland,annual,SEG18_2010,SCH,SEG18,2010,3112.44988,216,85,26,3,2,127.7951719,79,23,2915.892494,3,1,68.76221444,1.31,-0.097052583
grassland,annual,SEG18_2011,SCH,SEG18,2011,6945.117497,310,96,41,6,4,236.5038493,87,36,6639.851434,3,1,68.76221444,1.31,-0.250944083
grassland,annual,SEG18_2012,SCH,SEG18,2012,3215.913936,607,116,34,12,7,448.1590083,102,25,2738.182705,2,2,29.57222269,1.31,1.81961405
grassland,annual,SEG18_2013,SCH,SEG18,2013,1898.384621,575,134,30,15,9,301.4411645,118,20,1592.624772,1,1,4.318684691,1.31,0.97855225
grassland,annual,SEG18_2014,SCH,SEG18,2014,2788.385365,690,122,31,9,5,412.3832694,113,26,2376.002096,0,0,0,1.31,3.193375
grassland,annual,SEG18_2015,SCH,SEG18,2015,5385.681692,704,367,43,14,8,394.1983369,352,34,4981.750018,1,1,9.73333701,1.31,3.003815833
grassland,annual,SEG18_2017,SCH,SEG18,2017,3593.815697,577,153,46,9,7,377.7728745,142,38,3170.201346,2,1,45.84147629,1.31,1.3743715
grassland,annual,SEG19_2008,SCH,SEG19,2008,9117.522988,817,206,30,7,5,587.8887905,197,23,8218.303554,2,2,311.3306437,1.21,5.542217438
grassland,annual,SEG19_2010,SCH,SEG19,2010,2507.615717,143,32,19,5,4,391.6557699,27,15,2115.959947,0,0,0,1.21,-0.331034667
grassland,annual,SEG19_2012,SCH,SEG19,2012,1039.652371,264,54,19,3,3,16.10151333,50,15,1022.022272,1,1,1.528585613,1.21,1.618929339
grassland,annual,SEG19_2013,SCH,SEG19,2013,9373.397581,564,107,31,6,4,420.4967085,98,25,8927.714771,1,1,22.92073815,1.21,0.832447667
grassland,annual,SEG19_2014,SCH,SEG19,2014,4515.670067,524,183,37,15,9,576.495843,167,27,3933.509674,1,1,5.66455005,1.21,2.842461917
grassland,annual,SEG19_2015,SCH,SEG19,2015,2409.761687,228,53,15,2,2,22.13297897,51,13,2387.628708,0,0,0,1.21,2.785777833
grassland,annual,SEG19_2017,SCH,SEG19,2017,1373.879415,471,40,18,1,1,13.51073065,38,16,1344.675299,1,1,15.69338486,1.21,1.490051917
grassland,annual,SEG20_2008,SCH,SEG20,2008,4549.369363,574,274,25,7,7,315.7906524,267,18,4233.57871,0,0,0,1.66,2.787389835
grassland,annual,SEG20_2009,SCH,SEG20,2009,2053.312089,389,141,22,4,3,99.69135549,131,16,1810.253815,1,1,22.92073815,1.66,0.78433675
grassland,annual,SEG20_2010,SCH,SEG20,2010,2042.095035,329,133,25,6,4,155.0170672,120,18,1807.100393,6,2,63.11621506,1.66,-0.33273575
grassland,annual,SEG20_2011,SCH,SEG20,2011,158.2758302,52,14,4,1,1,1.814201999,13,3,156.4616282,0,0,0,1.66,-0.45131625
grassland,annual,SEG20_2012,SCH,SEG20,2012,2201.948565,398,93,32,8,6,23.61101012,83,24,2151.688352,2,2,26.64920263,1.66,1.57996562
grassland,annual,SEG20_2013,SCH,SEG20,2013,3842.573484,1006,308,33,6,5,113.0580178,292,22,3644.23915,8,4,74.41029791,1.66,0.706482
grassland,annual,SEG20_2014,SCH,SEG20,2014,4746.272266,318,152,23,6,5,80.54242483,142,14,4598.430571,3,3,53.78854011,1.66,2.948594
grassland,annual,SEG20_2015,SCH,SEG20,2015,1833.34055,373,109,28,10,8,85.79341899,93,19,1721.635023,6,1,25.91210815,1.66,2.699204917
grassland,annual,SEG20_2017,SCH,SEG20,2017,2435.13567,216,58,24,4,3,49.74961446,54,21,2385.386055,0,0,0,1.66,1.140743083
grassland,annual,SEG21_2008,SCH,SEG21,2008,4077.805888,749,363,25,5,5,13.53628966,356,18,4008.00191,2,2,56.26768792,1.72,2.686673554
grassland,annual,SEG21_2009,SCH,SEG21,2009,4860.212108,476,123,28,14,7,247.2043827,105,18,4601.010157,4,3,11.99756789,1.72,0.726093667
grassland,annual,SEG21_2010,SCH,SEG21,2010,539.2075321,208,40,15,2,2,54.33251827,34,12,467.600275,4,1,17.27473876,1.72,-0.41467725
grassland,annual,SEG21_2011,SCH,SEG21,2011,1980.480858,369,122,26,9,7,67.32056977,112,18,1912.423818,0,0,0,1.72,-0.532715833
grassland,annual,SEG21_2012,SCH,SEG21,2012,4486.53806,609,191,33,18,7,135.2519456,155,22,4233.592334,18,4,117.6937803,1.72,1.494607521
grassland,annual,SEG21_2013,SCH,SEG21,2013,2921.221503,973,211,31,10,5,510.0307059,194,22,2329.26127,6,3,81.32302641,1.72,0.6316875
grassland,annual,SEG21_2014,SCH,SEG21,2014,1484.29675,259,77,21,2,2,23.24406766,71,17,1406.573837,4,2,54.47884567,1.72,2.832701417
grassland,annual,SEG21_2015,SCH,SEG21,2015,4120.824406,387,182,28,8,6,560.8777079,169,20,3434.916796,5,2,125.0299024,1.72,2.584680583
grassland,annual,SEG21_2017,SCH,SEG21,2017,1997.389136,436,118,28,8,5,85.37485858,108,21,1884.774854,2,2,27.23942284,1.72,1.035
grassland,annual,SEG22_2008,SCH,SEG22,2008,5352.879271,899,241,31,2,2,268.5250252,235,25,5014.133867,3,3,53.35901932,1.63,3.908571322
grassland,annual,SEG22_2009,SCH,SEG22,2009,2132.634664,504,305,18,4,3,90.28602124,301,15,2042.348643,0,0,0,1.63,1.073118417
grassland,annual,SEG22_2010,SCH,SEG22,2010,780.4006965,163,64,11,1,1,1.937016907,63,10,778.4636795,0,0,0,1.63,-0.158579667
grassland,annual,SEG22_2012,SCH,SEG22,2012,945.9541842,217,68,24,5,4,159.5227237,63,20,786.4314605,0,0,0,1.63,1.660757603
grassland,annual,SEG22_2013,SCH,SEG22,2013,1664.883931,848,149,21,1,1,2.781813352,146,19,1659.836755,0,0,0,1.63,0.87580225
grassland,annual,SEG22_2014,SCH,SEG22,2014,1389.584413,134,42,15,2,2,21.69637151,39,12,1344.967304,1,1,22.92073815,1.63,2.96585725
grassland,annual,SEG22_2015,SCH,SEG22,2015,1025.651813,223,31,18,3,3,29.84766599,25,12,952.1027893,2,2,26.83999773,1.63,2.88322575
grassland,annual,SEG22_2017,SCH,SEG22,2017,4635.948719,793,113,29,12,5,653.3720152,99,22,3950.603114,2,2,31.97358996,1.63,1.193524333
grassland,annual,SEG23_2008,SCH,SEG23,2008,9503.963134,1309,363,30,8,5,190.3469574,343,21,9268.891486,5,1,21.59342346,1.71,5.133569417
grassland,annual,SEG23_2009,SCH,SEG23,2009,3643.743808,632,118,30,5,4,98.14595009,106,22,3176.424007,7,4,369.1738509,1.71,0.81509
grassland,annual,SEG23_2010,SCH,SEG23,2010,3355.470573,558,135,32,7,4,246.2176256,118,23,2361.930045,6,4,679.8774638,1.71,-0.420159917
grassland,annual,SEG23_2011,SCH,SEG23,2011,2548.971288,464,95,19,3,2,32.44593399,90,16,2470.683878,2,1,45.84147629,1.71,-0.343232833
grassland,annual,SEG23_2012,SCH,SEG23,2012,4602.753558,580,162,23,5,5,470.6579042,150,15,3973.501975,7,3,158.5936785,1.71,1.447111074
grassland,annual,SEG23_2013,SCH,SEG23,2013,5921.288111,732,177,23,4,3,99.76634092,165,16,5170.408058,6,3,649.9007102,1.71,0.78847225
grassland,annual,SEG23_2014,SCH,SEG23,2014,5288.013798,232,53,19,4,2,201.5717763,48,16,5069.580662,0,0,0,1.71,2.88359375
grassland,annual,SEG23_2015,SCH,SEG23,2015,890.3759671,222,22,14,4,3,23.58081286,16,9,846.7830847,2,2,20.01206955,1.71,2.705205083
grassland,annual,SEG23_2017,SCH,SEG23,2017,2984.646707,265,50,24,5,5,357.3984642,37,18,2592.698765,8,1,34.54947753,1.71,1.109684167
grassland,annual,SEG24_2008,SCH,SEG24,2008,16446.29483,1809,496,35,13,6,290.3641709,473,24,15749.96488,6,3,403.0135963,1.01,5.374524711
grassland,annual,SEG24_2009,SCH,SEG24,2009,3672.767296,596,220,28,11,5,247.1247159,204,19,3265.80663,4,3,158.7032695,1.01,0.89054475
grassland,annual,SEG24_2010,SCH,SEG24,2010,1240.454211,246,84,13,1,1,13.51073065,82,11,1205.159678,1,1,21.78380299,1.01,-0.423781
grassland,annual,SEG24_2011,SCH,SEG24,2011,4806.176676,342,167,25,1,1,4.115976642,166,24,4802.060699,0,0,0,1.01,-0.47450325
grassland,annual,SEG24_2012,SCH,SEG24,2012,3641.006162,350,74,29,20,10,416.2071181,51,17,3175.067284,3,2,49.73176013,1.01,1.42751686
grassland,annual,SEG24_2013,SCH,SEG24,2013,759.7187016,423,42,11,3,3,290.0301656,39,8,469.688536,0,0,0,1.01,0.694760417
grassland,annual,SEG24_2014,SCH,SEG24,2014,2031.340255,369,119,28,8,7,212.8885624,108,18,1729.865591,2,2,71.72474204,1.01,2.869718833
grassland,annual,SEG24_2015,SCH,SEG24,2015,987.9218505,320,37,16,3,2,91.22246605,28,11,422.0345008,6,3,474.6648836,1.01,2.709569667
grassland,annual,SEG24_2017,SCH,SEG24,2017,5988.158257,328,86,27,18,8,1656.569442,66,17,4016.453077,2,2,315.1357383,1.01,1.077343583
grassland,annual,SEG25_2008,SCH,SEG25,2008,26693.94078,1166,450,38,5,2,135.1468128,378,31,25611.31938,48,3,926.4798224,1.37,2.63706281
grassland,annual,SEG25_2009,SCH,SEG25,2009,12404.3132,1132,340,43,15,10,438.7022963,294,30,11332.66224,30,2,631.815984,1.37,0.663142
grassland,annual,SEG25_2010,SCH,SEG25,2010,6950.078933,344,113,29,13,9,610.554946,93,18,6272.089087,7,2,67.43489975,1.37,-0.47820475
grassland,annual,SEG25_2011,SCH,SEG25,2011,7524.950776,274,99,24,5,4,379.1604989,85,15,6933.734263,8,4,204.5263674,1.37,-0.585884917
grassland,annual,SEG25_2012,SCH,SEG25,2012,6188.190471,450,118,26,8,7,303.2403721,106,17,5811.8692,4,2,73.08089913,1.37,1.453929339
grassland,annual,SEG25_2013,SCH,SEG25,2013,9430.674297,569,147,35,13,6,296.0508394,105,26,8812.934855,29,3,321.6886022,1.37,0.595051333
grassland,annual,SEG25_2014,SCH,SEG25,2014,10497.29526,406,142,22,5,5,300.5120701,118,15,9854.299431,19,2,342.4837575,1.37,2.742878333
grassland,annual,SEG25_2015,SCH,SEG25,2015,12373.74338,348,183,32,13,10,343.8301315,168,21,12021.27588,2,1,8.637369382,1.37,2.570051917
grassland,annual,SEG25_2016,SCH,SEG25,2016,10014.71136,472,227,26,3,3,72.85233802,224,23,9941.859018,0,0,0,1.37,3.433099421
grassland,annual,SEG25_2017,SCH,SEG25,2017,15729.30429,225,66,26,3,3,284.6412697,50,21,15128.48662,13,2,316.1764073,1.37,0.885902917
grassland,annual,SEG26_2008,SCH,SEG26,2008,10602.8989,896,219,28,11,7,716.8454769,200,17,9558.894858,5,2,324.2866978,1.64,5.142559333
grassland,annual,SEG26_2009,SCH,SEG26,2009,2699.64466,519,59,17,1,1,13.51073065,50,12,2581.842745,7,3,103.6846835,1.64,0.864110917
grassland,annual,SEG26_2010,SCH,SEG26,2010,4946.192094,221,90,29,5,4,179.5241322,79,21,4446.376652,5,3,319.1586285,1.64,-0.412024083
grassland,annual,SEG26_2011,SCH,SEG26,2011,10817.98675,416,113,24,7,5,190.0529835,105,18,10611.07241,0,0,0,1.64,-0.416065833
grassland,annual,SEG26_2012,SCH,SEG26,2012,3202.785372,628,130,27,5,5,78.26584701,122,19,3043.773449,3,3,80.74607582,1.64,1.434714463
grassland,annual,SEG26_2013,SCH,SEG26,2013,4543.931248,330,96,17,2,2,53.41252049,93,14,4486.200043,1,1,4.318684691,1.64,0.740295583
grassland,annual,SEG26_2014,SCH,SEG26,2014,5391.521255,176,62,16,1,1,42.8060299,60,14,5326.931422,1,1,21.78380299,1.64,2.84674275
grassland,annual,SEG26_2015,SCH,SEG26,2015,1726.225055,151,25,15,1,1,33.34694977,23,13,1596.403011,1,1,96.47509482,1.64,2.712438
grassland,annual,SEG26_2016,SCH,SEG26,2016,5060.511053,282,149,18,4,2,23.35180683,142,14,5005.601139,3,2,31.55810753,1.64,3.581442975
grassland,annual,SEG26_2017,SCH,SEG26,2017,2531.153788,440,82,29,13,8,641.3088858,49,19,1784.869155,20,2,104.9757473,1.64,1.111892083
grassland,annual,SEG27_2008,SCH,SEG27,2008,3299.646299,403,92,24,4,4,233.5493044,84,17,2965.995895,4,3,100.1011,1.01,2.79594
grassland,annual,SEG27_2009,SCH,SEG27,2009,1069.461364,461,78,31,9,8,129.6693217,61,18,830.4976942,6,3,108.601168,1.01,0.968989583
grassland,annual,SEG27_2010,SCH,SEG27,2010,6024.701215,361,123,30,5,5,70.81158414,110,21,5693.67588,8,4,260.2137516,1.01,-0.213170167
grassland,annual,SEG27_2011,SCH,SEG27,2011,3895.766542,542,136,34,4,3,114.3653089,129,28,3742.050639,2,2,38.61412301,1.01,-0.362013833
grassland,annual,SEG27_2012,SCH,SEG27,2012,5464.339663,545,171,21,8,4,130.5154319,163,17,5333.824231,0,0,0,1.01,1.614459421
grassland,annual,SEG27_2013,SCH,SEG27,2013,2160.625436,1369,189,31,19,8,310.4686132,169,22,1845.838138,1,1,4.318684691,1.01,0.900236083
grassland,annual,SEG27_2014,SCH,SEG27,2014,4646.770301,480,152,26,11,7,331.8265552,141,19,4314.943745,0,0,0,1.01,3.182388833
grassland,annual,SEG27_2015,SCH,SEG27,2015,2364.339168,586,110,29,15,10,521.0910533,94,18,1820.327377,1,1,22.92073815,1.01,2.834555667
grassland,annual,SEG27_2016,SCH,SEG27,2016,5796.205025,567,161,33,13,5,584.7111111,141,25,4904.968284,7,3,306.5256296,1.01,3.737493306
grassland,annual,SEG27_2017,SCH,SEG27,2017,5747.146713,485,114,22,8,4,219.1678233,102,16,5386.810491,4,2,141.1683988,1.01,0.962656333
grassland,annual,SEG28_2008,SCH,SEG28,2008,11587.70285,1472,536,54,16,11,714.6759555,502,35,10620.30463,13,6,231.3301858,1.09,5.66907
grassland,annual,SEG28_2009,SCH,SEG28,2009,521.8676532,677,44,10,1,1,2.266149745,43,9,519.6015034,0,0,0,1.09,1.104420167
grassland,annual,SEG28_2010,SCH,SEG28,2010,2512.949045,375,177,35,13,5,247.2320535,155,26,2146.352561,7,3,85.6417111,1.09,-0.1921805
grassland,annual,SEG28_2011,SCH,SEG28,2011,2858.738505,402,166,28,5,5,132.088594,157,21,2690.773119,4,2,35.87679222,1.09,-0.2670275
grassland,annual,SEG28_2012,SCH,SEG28,2012,1020.440253,380,64,24,12,9,202.1569881,49,14,752.9318563,3,1,65.35140898,1.09,1.671515289
grassland,annual,SEG28_2013,SCH,SEG28,2013,2103.628241,425,76,24,6,5,551.4994561,68,17,1502.658929,2,2,49.46985542,1.09,0.980572583
grassland,annual,SEG28_2014,SCH,SEG28,2014,2471.094159,332,57,16,6,6,95.23505572,50,9,2354.075301,1,1,21.78380299,1.09,3.196541333
grassland,annual,SEG28_2015,SCH,SEG28,2015,1329.935826,213,46,20,8,6,557.3006608,36,12,615.6616286,2,2,156.9735368,1.09,3.00627425
grassland,annual,SEG28_2016,SCH,SEG28,2016,5445.540434,530,240,34,22,11,480.6483626,217,22,4938.342954,1,1,26.54911727,1.09,3.899349256
grassland,annual,SEG28_2017,SCH,SEG28,2017,1558.133552,690,98,26,4,4,44.88862079,90,19,1312.569274,4,3,200.6756576,1.09,1.46191325
grassland,annual,SEG29_2008,SCH,SEG29,2008,6814.204936,1184,228,37,11,5,258.082849,204,24,6382.782331,11,6,171.6005743,0.87,5.408984545
grassland,annual,SEG29_2009,SCH,SEG29,2009,2130.764664,899,119,20,2,2,52.80462649,116,17,2072.535565,0,0,0,0.87,0.87412125
grassland,annual,SEG29_2010,SCH,SEG29,2010,3478.456036,395,170,18,2,2,95.52796565,161,13,3333.983934,3,1,12.95605407,0.87,-0.412690833
grassland,annual,SEG29_2011,SCH,SEG29,2011,4159.273586,341,96,31,15,10,1027.714662,81,21,3131.558923,0,0,0,0.87,-0.475194417
grassland,annual,SEG29_2012,SCH,SEG29,2012,7777.500225,834,94,24,10,6,36.51287699,83,17,7719.203545,1,1,21.78380299,0.87,1.404986446
grassland,annual,SEG29_2013,SCH,SEG29,2013,3566.318795,321,67,12,0,0,0,66,11,3565.186114,0,0,0,0.87,0.6686285
grassland,annual,SEG29_2014,SCH,SEG29,2014,2431.518095,434,45,26,9,7,243.3865756,35,18,2166.347717,1,1,21.78380299,0.87,2.884270917
grassland,annual,SEG29_2015,SCH,SEG29,2015,1222.742453,398,35,22,7,6,647.8645688,28,16,574.8778842,0,0,0,0.87,2.690475917
grassland,annual,SEG29_2016,SCH,SEG29,2016,4176.775023,392,136,20,4,3,356.2491148,132,17,3820.525908,0,0,0,0.87,3.57556438
grassland,annual,SEG29_2017,SCH,SEG29,2017,3266.803554,838,67,25,9,8,423.5307567,56,15,2100.654496,2,2,742.6183009,0.87,1.149145833
grassland,annual,SEG30_2008,SCH,SEG30,2008,6881.091387,379,106,21,5,3,152.3701007,99,16,6688.939188,1,1,22.92073815,1.28,3.11286876
grassland,annual,SEG30_2009,SCH,SEG30,2009,1693.566665,339,65,20,5,2,11.07545201,59,17,1679.630346,1,1,2.860866804,1.28,0.919437167
grassland,annual,SEG30_2010,SCH,SEG30,2010,2769.544079,60,35,10,1,1,59.83569633,32,7,2689.696313,2,2,20.01206955,1.28,-0.373576167
grassland,annual,SEG30_2011,SCH,SEG30,2011,3189.505234,133,73,21,7,3,295.9690491,64,16,2873.524116,2,2,20.01206955,1.28,-0.50240925
grassland,annual,SEG30_2012,SCH,SEG30,2012,2271.414226,194,61,17,2,2,70.44218693,59,15,2200.972039,0,0,0,1.28,1.675048099
